번호,종목코드,기업명,업종코드,업종,상장주식수(주),자본금(원),액면가(원),통화구분,대표전화,주소,총카운트
351,10960,삼호개발,64201,기반조성 및 시설물 축조관련 전문공사업,25000000,12500000000,500,원(KRW),02-2046-7722,충청남도 당진시  면천면 면천로 183 ,768
352,4450,삼화왕관,32509,기타 금속 가공제품 제조업,2154379,10771895000,5000,원(KRW),031-490-8400,경기도 안산시 단원구  강촌로 140 삼화왕관(주),768
353,9470,삼화전기,32602,전자부품 제조업,6613820,6613820000,1000,원(KRW),043-261-0200,충청북도 청주시 흥덕구  봉명로 3 (복대동),768
354,11230,삼화전자공업,32605,영상 및 음향기기 제조업,14273820,14273820000,1000,원(KRW),031-374-5501,경기도 용인시 처인구  남사면 경기동로 215 삼화전자공업(주),768
355,1820,삼화콘덴서공업,32602,전자부품 제조업,10395000,10395000000,1000,원(KRW),031-332-6441,경기도 용인시 처인구  남사면 경기동로 227 ,768
356,390,삼화페인트공업,32004,기타 화학제품 제조업,26196427,13098213500,500,원(KRW),031-499-0394-6,경기도 안산시 단원구  별망로 178 ,768
357,41650,상신브레이크,33003,자동차 신품 부품 제조업,21471450,10735725000,500,원(KRW),053-616-9555,대구광역시 달성군 논공읍 논공중앙로33길 10 ,768
358,75180,새론오토모티브,33003,자동차 신품 부품 제조업,19200000,9600000000,500,원(KRW),041-560-4114,충청남도 천안시 동남구 병천면 가전5길 133 ,768
359,7540,샘표,116409,기타 금융업,2875800,2875800000,1000,원(KRW),02-3393-5500,서울특별시 중구 충무로 2 ,768
360,248170,샘표식품,31007,기타 식품 제조업,4568286,2284143000,500,원(KRW),02-3393-5500,"서울특별시 중구 충무로 2 8층 (필동1가, 매일경제빌딩)",768
361,7860,서연,116409,기타 금융업,23479844,11739922000,500,원(KRW),031-420-3000,경기도 안양시 동안구 부림로170번길 41-22(관양동) -,768
362,200880,서연이화,33003,자동차 신품 부품 제조업,27028437,13514218500,500,원(KRW),02-3484-4100,"서울특별시 강남구 테헤란로 208, 11층(역삼동, 안제타워) ",768
363,17390,서울도시가스,43502,연료용 가스 제조 및 배관공급업,5000000,35000000000,5000,원(KRW),02-810-8000,서울특별시 강서구 공항대로 607 (염창동) ,768
364,4410,서울식품공업,31007,기타 식품 제조업,337410000,33963450000,100,원(KRW),043-720-7000,충청북도 충주시 충원대로 862 ,768
365,21050,서원,32403,금속 주조업,47474590,23737295000,500,원(KRW),031-365-8700,"경기도 안산시 단원구  산단로67번길 94  (목내동, (주)서원)",768
366,8490,서흥,32004,기타 화학제품 제조업,11569113,6084556500,500,원(KRW),043-249-4100,충청북도 청주시 흥덕구 오송읍 오송생명로 61 -,768
367,7610,선도전기,32801,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",18000000,9000000000,500,원(KRW),031-491-2284,경기도 안산시 단원구  원시로 86 ,768
368,136490,선진,31008,동물용 사료 및 조제식품 제조업,16279604,8139802000,500,원(KRW),031-637-1180,경기도 이천시  대월면 사동로 76 ,768
369,2820,선창산업,31602,나무제품 제조업,12607989,12607989000,1000,원(KRW),032-770-3000,인천광역시 중구 월미로 96 ,768
370,14910,성문전자,32602,전자부품 제조업,16554309,8577154500,500,원(KRW),031-650-2800,경기도 평택시  세교산단로 61 ,768
371,3080,성보화학,32003,"비료, 농약 및 살균, 살충제 제조업",20020000,10010000000,500,원(KRW),02-3789-3800,경기도 안산시 단원구 산단로19번길 168 (목내동) 성보화학주식회사,768
372,4980,성신양회,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",24008482,128508590000,5000,원(KRW),02-3782-7000,서울특별시 종로구  인사동5길 29 ,768
373,11300,성안,31302,직물직조 및 직물제품 제조업,56857860,28428930000,500,원(KRW),053-382-4772,대구광역시 북구  검단동로 35 (검단동),768
374,5980,성지건설,64102,토목 건설업,129127209,64563604500,500,원(KRW),031-272-0972,경기도 용인시 수지구 수지로296번길 51-9 ,768
375,180,성창기업지주,137105,회사 본부 및 경영 컨설팅 서비스업,69751600,36000000000,500,원(KRW),051-260-3333,부산광역시 사하구  다대로 627 (다대동),768
376,2420,세기상사,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",407592,2037960000,5000,원(KRW),02-3393-3500,서울특별시 중구 퇴계로 212 ,768
377,4360,세방,84903,도로 화물 운송업,19308690,11498970000,500,원(KRW),051-630-5300,부산광역시 남구  북항로 141 ,768
378,4490,세방전지,32802,일차전지 및 축전지 제조업,14000000,7000000000,500,원(KRW),02-3451-6201,서울특별시 강남구 선릉로 433 ,768
379,1430,세아베스틸,32401,1차 철강 제조업,35862119,219310595000,5000,원(KRW),02-6970-2021,서울시 마포구 양화로 45 ,768
380,3030,세아제강,32401,1차 철강 제조업,6000000,30000000000,5000,원(KRW),02-6970-1000,서울시마포구 양화로 45 ,768
381,19440,세아특수강,32401,1차 철강 제조업,8570000,42850000000,5000,원(KRW),054-285-4771,경상북도 포항시 남구  괴동로 40 ,768
382,58650,세아홀딩스,116409,기타 금융업,4000000,20000000000,5000,원(KRW),02-6970-0110,서울특별시 마포구 양화로 45 ,768
383,13000,세우글로벌,74607,기타 전문 도매업,23690705,11845352500,500,원(KRW),032-868-1100,인천광역시 남구 염전로261번길 26-48 ,768
384,91090,세원셀론텍,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",60593178,30296589000,500,원(KRW),02-2167-9000,서울특별시 영등포구  의사당대로 83 한국휴렛팩커드빌딩 6층 세원셀론텍(주),768
385,21820,세원정공,33003,자동차 신품 부품 제조업,10000000,5000000000,500,원(KRW),053-582-5161,대구광역시 달서구 달서대로 554 ,768
386,67830,세이브존I&C,74701,종합 소매업,41040895,41040895000,1000,원(KRW),032-320-9032,서울특별시 노원구  한글비석로 57 (하계동),768
387,33530,세종공업,33003,자동차 신품 부품 제조업,20054430,10027215000,500,원(KRW),052-219-1699,울산광역시 북구 공단길 4 (효문동),768
388,75580,세진중공업,33101,선박 및 보트 건조업,38372720,21986360000,500,원(KRW),052-231-8000,울산광역시 울주군 온산읍 당월로 216-18 ,768
389,27970,세하,31701,"펄프, 종이 및 판지 제조업",23499013,23499013000,1000,원(KRW),02-2056-8800,대구광역시 달성군  유가면 비슬로96길 97 ,768
390,145210,세화아이엠씨,32902,특수 목적용 기계 제조업,11882640,5941320000,500,원(KRW),062-944-6161,광주광역시 북구 첨단연신로29번길 26 ,768
391,4430,송원산업,32001,기초 화학물질 제조업,24000000,12000000000,500,원(KRW),052-273-9841,울산광역시 남구  장생포로 83,768
392,17550,수산중공업,32902,특수 목적용 기계 제조업,53985163,26992581500,500,원(KRW),031-352-7733,경기도 화성시  양감면 정문송산로 260 ,768
393,16590,신대양제지,31702,"골판지, 종이 상자 및 종이용기 제조업",3869237,19346185000,5000,원(KRW),031-494-7911,경기도 안산시 단원구  목내로 29 ,768
394,29530,신도리코,32603,컴퓨터 및 주변장치 제조업,10080029,50400145000,5000,원(KRW),02-460-1114,서울특별시 성동구  성수이로24길 3 (주)신도리코,768
395,4970,신라교역,10301,어로 어업,16000000,8000000000,500,원(KRW),02-3434-9900,서울특별시 송파구 백제고분로 362 신리빌딩,768
396,11930,신성이엔지,32601,반도체 제조업,172993713,86606856500,500,원(KRW),031-788-9500,경기도 성남시 분당구  대왕판교로395번길 8 (백현동 404-1) 신성솔라에너지,768
397,5390,신성통상,74607,기타 전문 도매업,143708390,71854195000,500,원(KRW),02-3709-9000,서울특별시 강동구 풍성로63길 84(둔촌동) ,768
398,4170,신세계,74701,종합 소매업,9845181,49225905000,5000,원(KRW),02-727-1234,서울특별시 중구  소공로 63 (충무로1가) 신세계백화점건물 (주)신세계,768
399,35510,신세계I&C,106201,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",1720000,8600000000,5000,원(KRW),02-3397-1234,"서울특별시 중구 소공로 48 10층(회현로2가, 프라임타워)",768
400,34300,신세계건설,64101,건물 건설업,4000000,20000000000,5000,원(KRW),02-3406-6620,서울특별시 중구  장충단로 180 신세계건설 ,768
401,31430,신세계인터내셔날,74704,"섬유, 의복, 신발 및 가죽제품 소매업",7140000,35700000000,5000,원(KRW),02-6979-1234,서울특별시 강남구 도산대로 449 -,768
402,31440,신세계푸드,95601,음식점업,3872480,19362400000,5000,원(KRW),02-3397-6000,"서울특별시 성동구 성수일로 56 성수동BY센터 4-7층(성수동2가, 백영 성수빌딩)",768
403,6880,신송홀딩스,116409,기타 금융업,11828858,5914429000,500,원(KRW),27801400,서울특별시 영등포구 여의나루로 53-1 ,768
404,5800,신영와코루,31401,봉제의복 제조업,900000,4500000000,5000,원(KRW),02-818-5114,서울특별시 금천구  가산디지털1로 104 (주)신영와코루,768
405,1720,신영증권,116601,금융 지원 서비스업,9386237,82200000000,5000,원(KRW),02-2004-9000,"서울특별시 영등포구 국제금융로8길 16 (여의도동, 신영증권빌딩)",768
406,9270,신원,31401,봉제의복 제조업,63303370,31697055000,500,원(KRW),02-3274-5000,서울특별시 마포구  독막로 328 신원빌딩,768
407,2700,신일산업,74605,기계장비 및 관련 물품 도매업,71047521,35523760500,500,원(KRW),02-6309-7800,충청남도 천안시 서북구 입장면 연곡길 308 -,768
408,19170,신풍제약,32102,의약품 제조업,52984990,27592495000,500,원(KRW),031-491-6191,경기도 안산시 단원구 원시로 7 ,768
409,2870,신풍제지,31701,"펄프, 종이 및 판지 제조업",34958700,17479350000,500,원(KRW),02-2156-7521,경기도 평택시  고덕면 고덕로 144-32 신풍제지,768
410,5450,신한,64101,건물 건설업,7022839,35114195000,5000,원(KRW),02-369-0001,경기도 성남시 중원구  산성대로 208 ,768
411,55550,신한지주,116409,기타 금융업,474199587,2370997935000,5000,원(KRW),02-6360-3000,서울특별시 중구 세종대로9길 20 태평로2가,768
412,1770,신화실업,32401,1차 철강 제조업,1214878,6074390000,5000,원(KRW),031-499-9922,"경기도 안산시 단원구  번영2로 31 (성곡동,시화4다706)",768
413,4080,신흥,74605,기계장비 및 관련 물품 도매업,9600000,6733070000,500,원(KRW),02-6366-2000,서울특별시 중구 청파로 450  (중림동) 신흥빌딩 8층 재경팀,768
414,102280,쌍방울,31401,봉제의복 제조업,129124213,64562106500,500,원(KRW),02-3485-6000,서울특별시 강남구 도산대로 549(청담동) ,768
415,3410,쌍용양회공업,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",100771919,505403280000,5000,원(KRW),02-2270-5114,서울특별시 중구 수표로 34 씨티센터타워 7~9층,768
416,3620,쌍용자동차,33001,자동차용 엔진 및 자동차 제조업,137949396,689746980000,5000,원(KRW),031-610-1114,경기도 평택시  동삭로 455-12 ,768
417,4770,써니전자,32601,반도체 제조업,29976480,15938240000,500,원(KRW),043-853-1760,충청북도 충주시  목행산단2로 59 ,768
418,4920,씨아이테크,33309,그외 기타 제품 제조업,44787538,22393769000,500,원(KRW),02-410-9606,서울특별시 송파구 양재대로 932 가락몰 업무동 11층 동관,768
419,112610,씨에스윈드,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",17285715,8642857500,500,원(KRW),041-901-1827,충청남도 천안시 서북구 동서대로 129-12 백석대학빌딩,768
420,8700,아남전자,32605,영상 및 음향기기 제조업,77124820,38562410000,500,원(KRW),02-6424-4700,서울특별시 구로구 디지털로27가길 27아남빌딩 ,768
421,90430,아모레퍼시픽,32004,기타 화학제품 제조업,58458490,34508160000,500,원(KRW),02-709-5114,서울특별시 중구  청계천로 100 ,768
422,2790,아모레퍼시픽그룹,116409,기타 금융업,82458180,44450975000,500,원(KRW),02-709-5114,서울특별시 중구  청계천로 100 ,768
423,90370,아비스타,31401,봉제의복 제조업,13908929,6954464500,500,원(KRW),02-2189-7700,서울특별시 강남구 언주로 428(역삼동) ,768
424,2030,아세아,137105,회사 본부 및 경영 컨설팅 서비스업,2191024,10955120000,5000,원(KRW),02-527-6582,서울특별시 강남구  논현로 430 아세아타워빌딩 14층,768
425,183190,아세아시멘트,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",3295809,16479045000,5000,원(KRW),02-527-6582,서울 강남구 역삼2동 726 아세아타워빌딩 14층 ,768
426,2310,아세아제지,31702,"골판지, 종이 상자 및 종이용기 제조업",8956502,44782510000,5000,원(KRW),02-527-6882,서울특별시 강남구  논현로 430 ,768
427,20560,아시아나항공,85101,항공 여객 운송업,205235294,1026176470000,5000,원(KRW),02-2669-3114,서울특별시 강서구  오정로 443-83 ,768
428,122900,아이마켓코리아,74608,상품 종합 도매업,35943340,18166670000,500,원(KRW),02-3708-5678,서울특별시 강남구 삼성로 512 삼성동빌딩 16층,768
429,10780,아이에스동서,32302,"내화, 비내화 요업제품 제조업",30825680,15412840000,500,원(KRW),02-3218-6701,서울특별시 강남구  영동대로 741 ,768
430,3560,아이에이치큐,105901,"영화, 비디오물, 방송프로그램 제작 및 배급업",145153497,72576748500,500,원(KRW),02-6005-6000,서울특별시 강남구 선릉로 629 싸이더스HQ타워,768
431,79440,아이엔지생명,116501,보험업,82000000,82000000000,1000,원(KRW),02-2020-8382,"서울특별시 중구 세종대로7길 37(순화동, 아이엔지센터) ",768
432,39570,아이콘트롤스,64203,전기 및 통신 공사업,8230000,4115000000,500,원(KRW),031-785-1711,경기도 성남시 분당구 정자일로213번길 5 ,768
433,33660,아주캐피탈,116409,기타 금융업,57545890,287729450000,5000,원(KRW),02-2017-5400,대전광역시 서구 대덕대로 239 ,768
434,101140,아티스,74604,생활용품 도매업,23641211,11820605500,500,원(KRW),031-420-4900,"경기도 평택시 통미로 23 (합정동,1층)",768
435,1780,알루코,32402,1차 비철금속 제조업,74524102,37262051000,500,원(KRW),042-605-8300,대전광역시 대덕구  대화로119번길 31 ,768
436,2250,알보젠코리아,32102,의약품 제조업,11857922,59289610000,5000,원(KRW),02-2047-7712,"서울특별시 영등포구 국제금융로10, 13층(여의도동, 서울국제금융센터 투 아이에프씨동) ",768
437,7630,암니스,32604,통신 및 방송 장비 제조업,18955681,9477840500,500,원(KRW),032-865-5600,인천광역시 남구  길파로71번길 70 ,768
438,161000,애경유화,32001,기초 화학물질 제조업,32040000,16020000000,500,,02-850-2000,서울특별시 구로구  공원로 7 ,768
439,11090,에넥스,33201,가구 제조업,59991641,29995820500,500,원(KRW),02-2185-2000,서울특별시 서초구 서초대로73길 40(서초동) ,768
440,5850,에스엘,33003,자동차 신품 부품 제조업,33865090,16932545000,500,원(KRW),053-850-8511,대구광역시 북구  노원로 85 ,768
441,12750,에스원,147503,"경비, 경호 및 탐정업",37999178,18999589000,500,원(KRW),00-1588-3112,서울 중구 순화동 168 에스원빌딩 17층 총무팀,768
442,123700,에스제이엠,33003,자동차 신품 부품 제조업,15604898,7802449000,500,원(KRW),031-490-3838,경기도 안산시 단원구  별망로459번길 20 (주)에스제이엠,768
443,25530,에스제이엠홀딩스,116409,기타 금융업,14934008,7467004000,500,원(KRW),031-491-4151,경기도 안산시 단원구 별망로459번길 20 ,768
444,23960,에쓰씨엔지니어링,64102,토목 건설업,10963923,5481961500,500,원(KRW),02-2167-9090,서울특별시 영등포구 여의도동 23-6 한국HP빌딩 ,768
445,140910,에이리츠,126801,부동산 임대 및 공급업,3628735,18143675000,5000,원(KRW),02-2077-5800,"서울특별시 강남구 언주로 711 9층(논현동, 건설공제조합)",768
446,78520,에이블씨엔씨,32004,기타 화학제품 제조업,16890782,8445391000,500,원(KRW),02-6292-6789,서울특별시 금천구  가산디지털1로 119 SK트윈테크타워 A동 3층,768
447,15260,에이엔피,32602,전자부품 제조업,48684868,24342434000,500,원(KRW),032-676-9700,경기도 부천시 원미구  도약로 300 (주)에이엔피,768
448,3060,에이프로젠제약,32102,의약품 제조업,83237448,41618724000,500,원(KRW),02-561-4011,"서울특별시 송파구 오금로19길 6 301호(방이동, 강호빌딩)",768
449,36570,엔씨소프트,105802,소프트웨어 개발 및 공급업,21939022,10969511000,500,원(KRW),02-2186-3300,서울특별시 강남구 테헤란로 509(삼성동) ,768
450,138250,엔에스쇼핑,74709,무점포 소매업,33696000,16848000000,500,원(KRW),02-6336-1516,경기도 성남시 분당구 판교로228번길 15 ,768
451,85310,엔케이,32501,"구조용 금속제품, 탱크 및 증기발생기 제조업",79983352,39991676000,500,원(KRW),051-204-2211,부산광역시 강서구 녹산산단17로 113(주)엔케이 ,768
452,9810,엔케이물산,74607,기타 전문 도매업,67730290,33865145000,500,원(KRW),02-6000-7800,"서울특별시 강남구 영동대로 513 100-1(삼성동, 코엑스상사전시장C-)",768
453,4250,엔피씨,32202,플라스틱제품 제조업,36720000,21000000000,500,원(KRW),031-362-2851,경기도 안산시 단원구  해안로 289 엔피씨(주) ,768
454,14440,영보화학,32202,플라스틱제품 제조업,20000000,10000000000,500,원(KRW),042-822-0603,충청북도 청주시 흥덕구 강내면 서부로 230-23 ,768
455,111770,영원무역,74608,상품 종합 도매업,44311468,22155734000,500,원(KRW),390-6114,서울특별시 중구  만리재로 159 ,768
456,9970,영원무역홀딩스,116409,기타 금융업,13635592,6817796000,500,원(KRW),02-390-6000,서울특별시 중구 만리재로 159 (주)영원무역,768
457,3520,영진약품,32102,의약품 제조업,182892731,91446365500,500,원(KRW),02-2041-8200,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층,768
458,670,영풍,32402,1차 비철금속 제조업,1842040,9210200000,5000,원(KRW),02-519-3314,서울특별시 강남구  강남대로 542 ,768
459,6740,영풍제지,31702,"골판지, 종이 상자 및 종이용기 제조업",22200000,11100000000,500,원(KRW),031-660-8200,경기도 평택시 진위면 서탄로 9 ,768
460,12280,영화금속,33003,자동차 신품 부품 제조업,45451006,23597333000,500,원(KRW),055-551-7500,경상남도 창원시 진해구  남의로 57 (남양동) ,768
461,12160,영흥철강,32401,1차 철강 제조업,85826509,42913254500,500,원(KRW),02-2077-8522,충청남도 보령시 주교면 관창공단길 50 -,768
462,15360,예스코,43502,연료용 가스 제조 및 배관공급업,6000000,30000000000,5000,원(KRW),02-1644-3030,서울특별시 성동구  자동차시장길 23 ,768
463,7310,오뚜기,31007,기타 식품 제조업,3440000,17200000000,5000,원(KRW),031-421-2122,경기도 안양시 동안구  흥안대로 405 ,768
464,2630,오리엔트바이오,32102,의약품 제조업,163033601,81516800500,500,원(KRW),031-730-6036,경기 성남시 중원구 상대원동 143-1,768
465,271560,오리온,31007,기타 식품 제조업,39533501,19766750500,500,원(KRW),02-710-6000,서울특별시 용산구 백범로90다길 13 ,768
466,1800,오리온홀딩스,31007,기타 식품 제조업,20550849,10275424500,500,원(KRW),02-710-6000,서울특별시 용산구  백범로90다길 13 (주)오리온 ,768
467,10600,와이비로드,74601,상품 중개업,15249884,7624942000,500,원(KRW),02-6902-1300,서울특별시 강남구  선릉로 433 세방빌딩 신관6층 (주)와이비로드,768
468,70960,용평리조트,95501,일반 및 생활 숙박시설 운영업,48133333,240666665000,5000,원(KRW),033-330-8350,강원도 평창군  대관령면 올림픽로 715 ,768
469,4720,우리들제약,32102,의약품 제조업,11288324,5644162000,500,원(KRW),02-2194-3532,경기 화성시 향남면 상신리 향남제약공단 902-5,768
470,118000,우리들휴브레인,74605,기계장비 및 관련 물품 도매업,20088211,10044105500,500,원(KRW),2194-3535,경기도 화성시 향남읍 제약공단2길 50 -,768
471,30,우리은행,116401,은행 및 저축기관,676000000,3381391855000,5000,원(KRW),02-2002-3000,서울특별시 중구 소공로 51 ,768
472,10050,우리종금,116409,기타 금융업,474203406,237101703000,500,원(KRW),062-221-6600,광주광역시 동구 금남로 182 (금남로5가),768
473,6980,우성사료,31006,"곡물가공품, 전분 및 전분제품 제조업",30900000,15450000000,500,원(KRW),042-670-1724,대전광역시 대덕구 한밭대로 1027 ,768
474,17370,우신시스템,32902,특수 목적용 기계 제조업,18314054,9157027000,500,원(KRW),031-496-6114,서울특별시 영등포구  영등포로 20 ,768
475,105840,우진,32702,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",17360000,8680000000,500,원(KRW),031-379-3114,경기도 화성시 동부대로970번길 110 ,768
476,49800,우진플라임,32902,특수 목적용 기계 제조업,10000000,5000000000,500,원(KRW),043-540-9000,충청북도 보은군 장안면 우진플라임로 100 본관동,768
477,16880,웅진,116409,기타 금융업,72677207,38588603500,500,원(KRW),02-2076-4701,서울특별시 종로구 창경궁로 120 종로플레이스빌딩,768
478,95720,웅진씽크빅,168501,초등 교육기관,34621165,17310582500,500,원(KRW),031-956-7000,경기도 파주시  회동길 20 ,768
479,103130,웅진에너지,32601,반도체 제조업,25080191,125400955000,5000,원(KRW),042-939-8114,대전광역시 유성구  테크노2로 37 (관평동),768
480,5820,원림,31303,편조원단 제조업,2200000,11000000000,5000,원(KRW),02-523-9236,서울특별시 서초구  남부순환로 2495 원림빌딩 9층 ,768
481,8600,윌비스,74604,생활용품 도매업,57000000,62646140000,1000,원(KRW),041-529-5716,충청남도 천안시 동남구  만남로 76 ,768
482,33270,유나이티드,32102,의약품 제조업,16207322,8103661000,500,원(KRW),02  -516 -3041,세종특별자치시 전동면 노장리 404-10 ,768
483,14830,유니드,32001,기초 화학물질 제조업,8889843,44449215000,5000,원(KRW),02-3709-9500,서울특별시 중구  을지로5길 19 ,768
484,910,유니온,32303,"시멘트, 석회, 플라스터 및 그 제품 제조업",15611619,7805809500,500,원(KRW),02-3455-8793,서울특별시 중구  소공로 94 OCI빌딩 13층,768
485,47400,유니온머티리얼,32302,"내화, 비내화 요업제품 제조업",42000000,21000000000,500,원(KRW),02-580-4135,대구광역시 달서구  성서공단남로 151 ,768
486,11330,유니켐,31501,"가죽, 가방 및 유사제품 제조업",50980259,25490129500,500,원(KRW),031-491-3751,경기도 안산시 단원구 해봉로 38 ,768
487,77500,유니퀘스트,74605,기계장비 및 관련 물품 도매업,27049809,13524904500,500,원(KRW),031-708-9988,"경기도 성남시 분당구  황새울로 314 (서현동,유니퀘스트빌딩)",768
488,2920,유성기업,33003,자동차 신품 부품 제조업,25947500,12973750000,500,원(KRW),02-564-2351,충청남도 아산시 둔포면 아산밸리동로 22 ,768
489,700,유수홀딩스,137105,회사 본부 및 경영 컨설팅 서비스업,26041812,65104530000,2500,원(KRW),02-3770-6868,서울특별시 영등포구 국제금융로2길 25 유수홀딩스,768
490,3470,유안타증권,116601,금융 지원 서비스업,199577436,1062448240000,5000,원(KRW),02-3770-2000,서울 중구 을지로2가 185번지 동양종합금융증권빌딩,768
491,11690,유양디앤유,32601,반도체 제조업,52332155,26166077500,500,원(KRW),031-350-7437,경기도 화성시  팔탄면 율암길 223 ,768
492,72130,유엔젤,106301,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",13195454,6597727000,500,원(KRW),031-710-6200,경기도 성남시 분당구 황새울로240번길 3 ,768
493,220,유유제약,32102,의약품 제조업,6161406,7835791000,1000,원(KRW),043-652-7981,충청북도 제천시  바이오밸리1로 94 ,768
494,1200,유진증권,116601,금융 지원 서비스업,96866418,537592090000,5000,원(KRW),02-368-6114,서울특별시 영등포구 국제금융로 24 (여의도동),768
495,100,유한양행,32102,의약품 제조업,11665896,59510420000,5000,원(KRW),02-828-0181,서울특별시 동작구  노량진로 74 ,768
496,3460,유화증권,116601,금융 지원 서비스업,11340483,74178840000,5000,원(KRW),02-3770-0100,서울특별시 영등포구  국제금융로2길 36 유화증권빌딩 ,768
497,8730,율촌화학,32202,플라스틱제품 제조업,24800000,14776380000,500,원(KRW),02-822-0022,서울특별시 동작구 여의대방로 112 도연관 15층,768
498,8250,이건산업,31602,나무제품 제조업,9373525,46867625000,5000,원(KRW),032-760-0800,인천광역시 남구 염전로 91  ,768
499,25820,이구산업,32402,1차 비철금속 제조업,33442000,16721000000,500,원(KRW),031-494-2929,경기도 평택시 포승읍 포승공단로 42 이구산업(주),768
500,214320,이노션,137103,광고업,20000000,10000000000,500,원(KRW),02-2016-2300,서울특별시 강남구 강남대로 308 ,768
501,139480,이마트,74701,종합 소매업,27875819,139379095000,5000,원(KRW),02-380-5678,서울특별시 성동구  뚝섬로 377 ,768
502,7660,이수페타시스,32602,전자부품 제조업,41268398,41268398000,1000,원(KRW),053-610-0300,대구광역시 달성군  논공읍 논공로53길 36 이수페타시스,768
503,5950,이수화학,32001,기초 화학물질 제조업,15278000,76390000000,5000,원(KRW),02-590-6600,서울특별시 서초구 사평대로 84 이수화학 ,768
504,15020,이스타코,126801,부동산 임대 및 공급업,42851600,21425800000,500,원(KRW),02-2643-7922,서울특별시 양천구 오목로 325 대학빌딩 5층,768
505,93230,이아이디,74607,기타 전문 도매업,122690174,24538034800,200,원(KRW),031-763-1331,경기도 광주시 곤지암읍 경충대로 425 4층,768
506,74610,이엔쓰리,32901,일반 목적용 기계 제조업,21886139,10943069500,500,원(KRW),031-366-9600,경기도 화성시  비봉면 현대기아로 818-11 ,768
507,102460,이연제약,32102,의약품 제조업,12900000,6450000000,500,원(KRW),02-3407-5218,"서울특별시 강남구 영동대로 416 8층 (대치동, 코스모타워)",768
508,84680,이월드,189102,유원지 및 기타 오락관련 서비스업,90509897,90509897000,1000,원(KRW),053-620-0001,대구광역시 달서구  두류공원로 200 ,768
509,760,이화산업,74607,기타 전문 도매업,2800000,14000000000,5000,원(KRW),02-2007-5555,서울특별시 영등포구 선유동2로 70 (당산동 5가),768
510,14990,인디에프,31401,봉제의복 제조업,58932995,29466497500,500,원(KRW),02-3456-9000,서울특별시 강남구  테헤란로104길 21 ,768
511,6490,인스코비,106102,전기 통신업,87270467,43635233500,500,원(KRW),070-7510-3448,"서울특별시 금천구  디지털로9길 47 (가산동, 한신아이티타워2차306-2호)",768
512,23800,인지컨트롤스,33003,자동차 신품 부품 제조업,15160128,7580064000,500,원(KRW),031-496-1725,"경기도 시흥시  군자천로 171 (정왕동, 시화공단2다504)",768
513,34590,인천도시가스,43502,연료용 가스 제조 및 배관공급업,4374754,21873770000,5000,원(KRW),-1600-0002,인천광역시 서구  백범로934번길 23 ,768
514,129260,인터지스,84903,도로 화물 운송업,29747874,14873937000,500,원(KRW),051-604-3333,부산광역시 중구  충장대로9번길 52 마린센터 13층,768
515,23810,인팩,33003,자동차 신품 부품 제조업,10000000,5000000000,500,원(KRW),02-3432-3333,서울특별시 송파구 백제고분로 450 -,768
516,249420,일동제약,32102,의약품 제조업,19629292,19629292000,1000,원(KRW),25263114,서울특별시 서초구 바우뫼로27길 2 ,768
517,230,일동홀딩스,116409,기타 금융업,10490296,10490296000,1000,원(KRW),02-526-3114,서울특별시 서초구  바우뫼로27길 2 일동제약빌딩,768
518,13360,일성건설,64102,토목 건설업,53403640,27012440000,500,원(KRW),032-429-3270,"인천광역시 남동구  인하로507번길 80 (구월동, 태광프라자402호)",768
519,3120,일성신약,32102,의약품 제조업,2660000,13300000000,5000,원(KRW),02-3271-8800,서울특별시 용산구  원효로84길 9 ,768
520,3200,일신방직,31301,방적 및 가공사 제조업,2400000,12000000000,5000,원(KRW),02-3774-0114,서울특별시 영등포구  은행로 11 ,768
521,7110,일신석재,74606,"건축자재, 철물 및 난방장치 도매업",77456610,38728305000,500,원(KRW),02-487-9009,서울특별시 강동구 성내로 19 서경빌딩 6층,768
522,7570,일양약품,32102,의약품 제조업,19045984,48727660000,2500,원(KRW),02-570-3700,경기도 용인시 기흥구  하갈로 110 ,768
523,8500,일정실업,31303,편조원단 제조업,1200000,6000000000,5000,원(KRW),031-493-0031-5,경기도 안산시 단원구 산성로 21 (초지동),768
524,81000,일진다이아,32004,기타 화학제품 제조업,11277975,11277975000,1000,원(KRW),02-707-9076,충청북도 음성군  대소면 대금로 157 ,768
525,20760,일진디스플,32601,반도체 제조업,28314440,14157220000,500,원(KRW),031-680-0212,충청북도 음성군  대소면 대금로 157 ,768
526,20150,일진머티리얼즈,32602,전자부품 제조업,46000000,23000000000,500,원(KRW),02-707-9060,전라북도 익산시 석암로3길 63-25 ,768
